SKU,Description,Ridgefield latte,Oxford latte,Ridgefield pastel,Oxford Pastel,,,,,,,
WFI1842,"42"" High Finished Interior Wall Cabinet",563,563,563,563,563,563,,,,I,
WFI2442,"42"" High Finished Interior Wall Cabinet",679,679,679,679,679,679,,,,I,
WFI3042,"42"" High Finished Interior Wall Cabinet",689,689,689,689,689,689,,,,I,
WFI3642,"42"" High Finished Interior Wall Cabinet",747,747,747,747,747,747,,,,I,
CWFI2442,"42"" High Finished Interior Corner Wall cabinet",881,881,881,881,881,881,,,,I,
CWFI2742,"42"" High Finished Interior Corner Wall cabinet",925,925,925,925,925,925,,,,I,
GD1242,"42"" High Glass Door",197,231,231,231,231,231,,,,I,
GD1542,"42"" High Glass Door",201,236,236,244,244,244,,,,I,
GD1842,"42"" High Glass Door",220,258,258,263,263,263,,,,I,
GD2442,"42"" High Glass Door",393,460,460,462,462,462,,,,I,
GD3042,"42"" High Glass Door",402,471,471,488,488,488,,,,I,
GD3642,"42"" High Glass Door",440,515,515,526,526,526,,,,I,
GDCW2442,"42"" High Corner Wall Glass Door",201,236,236,244,244,244,,,,I,
MD1242,"42"" High Mullion Glass Door",202,237,237,245,245,245,,,,I,
MD1542,"42"" High Mullion Glass Door",214,251,251,259,259,259,,,,I,
MD1842,"42"" High Mullion Glass Door",233,273,273,276,276,276,,,,I,
MD2442,"42"" High Mullion Glass Door",404,473,473,490,490,490,,,,I,
MD3042,"42"" High Mullion Glass Door",428,501,501,518,518,518,,,,I,
MD3642,"42"" High Mullion Glass Door",466,546,546,552,552,552,,,,I,
MDCW2442,"42"" High Corner Wall Mullion Glass Door",214,251,251,259,259,259,,,,I,
ND1542,"42"" High 9 Light Glass Door",296,347,347,358,358,358,,,,I,
ND1842,"42"" High 9 Light Glass Door",322,377,377,381,381,381,,,,I,
ND3042,"42"" High 9 Light Glass Door",591,692,692,715,715,715,,,,I,
ND3642,"42"" High 9 Light Glass Door",644,754,754,762,762,762,,,,I,
NDCW2442,"42"" High 9 Light Corner Wall Glass Door",296,347,347,358,358,358,,,,I,
AFG1242,"42"" High Aluminum Glass Door",250,250,250,250,250,250,,,,I,
AFG1542,"42"" High Aluminum Glass Door",314,314,314,314,314,314,,,,I,
AFG1842,"42"" High Aluminum Glass Door",375,375,375,375,375,375,,,,I,
AFG2442,"42"" High Aluminum Glass Door",500,500,500,500,500,500,,,,I,
AFG3042,"42"" High Aluminum Glass Door",628,628,628,628,628,628,,,,I,
AFG3642,"42"" High Aluminum Glass Door",750,750,750,750,750,750,,,,I,
3012HD,"12"" High Horizontal cabinet",575,673,673,649,649,649,,,,I,
3015HD,"15"" High Horizontal cabinet",636,745,745,702,702,702,,,,I,
3018HD,"18"" High Horizontal cabinet",665,779,779,750,750,750,,,,I,
3612HD,"12"" High Horizontal cabinet",639,748,748,723,723,723,,,,I,
3615HD,"15"" High Horizontal cabinet",697,816,816,782,782,782,,,,I,
3618HD,"18"" High Horizontal cabinet",729,853,853,814,814,814,,,,I,
AFG3012HD,"12"" High Horizontal cabinet W/ Aluminum Frame Door",658,658,658,658,658,658,,,,I,
AFG3015HD,"15"" High Horizontal cabinet W/ Aluminum Frame Door",743,743,743,743,743,743,,,,I,
AFG3018HD,"18"" High Horizontal cabinet W/ Aluminum Frame Door",807,807,807,807,807,807,,,,I,
AFG3612HD,"12"" High Horizontal cabinet W/ Aluminum Frame Door",737,737,737,737,737,737,,,,I,
AFG3615HD,"15"" High Horizontal cabinet W/ Aluminum Frame Door",830,830,830,830,830,830,,,,I,
AFG3618HD,"18"" High Horizontal cabinet W/ Aluminum Frame Door",905,905,905,905,905,905,,,,I,
MW3018,"18"" Microwave Cabinet",325,325,325,325,325,325,,,,I,
MWS3018,"30"" Solid Frame Microwave Cabinet",492,492,492,578,578,578,,,,I,
MW3030,"30"" Microwave Cabinet",492,576,576,578,578,578,,,,I,
WEC1230,"30"" High Wall End Cabinet",374,438,438,404,404,404,,,,I,
WEC1236,"36"" High Wall End Cabinet",440,515,515,469,469,469,,,,I,
WEC1242,"42"" High Wall End Cabinet",506,593,593,534,534,534,,,,I,
WECD1230,"30"" High Wall End Door Cabinet",362,424,424,446,446,446,,,,I,
WECD1236,"36"" High Wall End Door Cabinet",427,500,500,512,512,512,,,,I,
WECD1242,"42"" High Wall End Door Cabinet",492,576,576,578,578,578,,,,I,
CW2418,"18"" High Top Of Counter cabinet",957,1120,1120,1007,1007,1007,,,,I,
WD1818,"18"" Top of Counter Cabinet",587,687,687,713,713,713,,,,I,
WD1848,"48"" Top of Counter Cabinet",1149,1311,1311,1320,1320,1320,,,,I,
WD1854,"54"" Top of Counter Cabinet",1225,1400,1400,1397,1397,1397,,,,I,
WD1860,"60"" Top of Counter Cabinet",1278,1462,1462,1451,1451,1451,,,,I,
WR3018,Wine Rack Cabinet,378,378,378,378,378,378,,,,I,
PR3018,Plate Rack Cabinet,378,378,378,378,378,378,,,,I,
WS630,"30"" High wall Knick Knack Shelf",160,160,160,160,160,160,,,,I,
WS636,"36"" High wall Knick Knack Shelf",189,189,189,189,189,189,,,,I,
WS642,"42"" High wall Knick Knack Shelf",217,217,217,217,217,217,,,,I,
WS1230,"30"" High wall Knick Knack Shelf",217,217,217,217,217,217,,,,I,
WS1236,"36"" High wall Knick Knack Shelf",234,234,234,234,234,234,,,,I,
WS1242,"42"" High wall Knick Knack Shelf",250,250,250,250,250,250,,,,I,
B9,"9"" Base Cabinet",448,525,525,522,522,522,,,,I,
B12,"12"" Base Cabinet",492,576,576,566,566,566,,,,I,
B15,"15"" Base Cabinet",533,624,624,608,608,608,,,,I,
B18,"18"" Base Cabinet",575,673,673,650,650,650,,,,I,
B21,"21"" Base Cabinet",619,725,725,695,695,695,,,,I,
B24,"24"" Base Cabinet",661,774,774,777,777,777,,,,I,
B27,"27"" Base Cabinet",705,825,825,821,821,821,,,,I,
B30,"30"" Base Cabinet",767,898,898,912,912,912,,,,I,
B33,"33"" Base Cabinet",828,969,969,974,974,974,,,,I,
B36,"36"" Base Cabinet",871,1020,1020,1017,1017,1017,,,,I,
B39,"39"" Base Cabinet",913,1069,1069,1060,1060,1060,,,,I,
B42,"42"" Base Cabinet",958,1121,1121,1106,1106,1106,,,,I,
B48,"48"" Base Cabinet",1046,1224,1224,1273,1273,1273,,,,I,
DB12,"12"" 3-Drawer Base cabinet",767,898,898,884,884,884,,,,I,
DB15,"15"" 3-Drawer Base cabinet",811,949,949,929,929,929,,,,I,
DB18,"18"" 3-Drawer Base cabinet",853,999,999,972,972,972,,,,I,
DB21,"21"" 3-Drawer Base cabinet",894,1046,1046,1013,1013,1013,,,,I,
DB24,"24"" 3-Drawer Base cabinet",979,1146,1146,1100,1100,1100,,,,I,
DB30,"30"" 3-Drawer Base cabinet",1068,1250,1250,1190,1190,1190,,,,I,
DB33,"33"" 3-Drawer Base cabinet",1089,1275,1275,1250,1250,1250,,,,I,
DB36,"36"" 3-Drawer Base cabinet",1109,1298,1298,1271,1271,1271,,,,I,
DB30-2,"30"" 2-Drawer Base cabinet",1068,1250,1250,1172,1172,1172,,,,I,
DB15-4,"15"" 4-Drawer Base cabinet",974,1139,1139,1115,1115,1115,,,,I,
DB18-4,"18"" 4-Drawer Base cabinet",1024,1199,1199,1167,1167,1167,,,,I,
DB21-4,"21"" 4-Drawer Base cabinet",1073,1256,1256,1216,1216,1216,,,,I,
DB30-4,"30"" 4-Drawer Base cabinet",1282,1500,1500,1428,1428,1428,,,,I,
B9FH,"9"" Full Height Base Cabinet",381,446,446,426,426,426,,,,I,
B12FH,"12"" Full Height Base Cabinet",406,476,476,452,452,452,,,,I,
B15FH,"15"" Full Height Base Cabinet",438,513,513,484,484,484,,,,I,
B18FH,"18"" Full Height Base Cabinet",455,533,533,501,501,501,,,,I,
B21FH,"21"" Full Height Base Cabinet",501,587,587,548,548,548,,,,I,
B24FH,"24"" Full Height Base Cabinet",554,649,649,641,641,641,,,,I,
B27FH,"27"" Full Height Base Cabinet",587,687,687,674,674,674,,,,I,
B30FH,"30"" Full Height Base Cabinet",619,725,725,707,707,707,,,,I,
B33FH,"33"" Full Height Base Cabinet",651,762,762,739,739,739,,,,I,
B36FH,"36"" Full Height Base Cabinet",681,797,797,770,770,770,,,,I,
B39FH,"39"" Full Height Base Cabinet",749,877,877,839,839,839,,,,I,
B42FH,"42"" Full Height Base Cabinet",824,965,965,915,915,915,,,,I,
B48FH,"48"" Full Height Base Cabinet",906,1061,1061,1076,1076,1076,,,,I,
SB24,"24"" Sink Base Cabinet",554,649,649,668,668,668,,,,I,
SB27,"27"" Sink Base Cabinet",587,687,687,702,702,702,,,,I,
SB30,"30"" Sink Base Cabinet",619,725,725,762,762,762,,,,I,
SB33,"33"" Sink Base Cabinet",651,762,762,794,794,794,,,,I,
SB36,"36"" Sink Base Cabinet",681,797,797,824,824,824,,,,I,
SB39,"39"" Sink Base Cabinet",725,849,849,869,869,869,,,,I,
SB42,"42"" Sink Base Cabinet",767,898,898,912,912,912,,,,I,
SB48,"48"" Sink Base Cabinet",882,1032,1032,1098,1098,1098,,,,I,
BLB36/39,"36/39"" Blind Base Cabinet",717,839,839,795,795,795,,,,I,
BLB39/42,"39/42"" Blind Base Cabinet",753,882,882,831,831,831,,,,I,
BLB42/45,"42/45"" Blind Base Cabinet",788,922,922,867,867,867,,,,I,
BLB45/48,"45/48"" Blind Base Cabinet",824,965,965,903,903,903,,,,I,
BLB48/51,"48/51"" Blind Base Cabinet",860,1007,1007,940,940,940,,,,I,
CSF36,"36"" Corner Sink Front cabinet",374,438,438,419,419,419,,,,I,
CSFFL36,"36"" Corner Sink Front Floor",95,95,95,95,95,95,,,,I,
CSB33,"33"" Corner Sink Base cabinet",1008,1180,1180,1090,1090,1090,,,,I,
CSB36,"36"" Corner Sink Base cabinet",1119,1310,1310,1203,1203,1203,,,,I,
BLS33,"33"" Base Lazy Susan Cabinet",1385,1621,1621,1484,1484,1484,,,,I,
BLS36,"36"" Base Lazy Susan Cabinet",1385,1621,1621,1484,1484,1484,,,,I,
BSQC33,"33"" Base Square Corner Cabinet",1140,1334,1334,1236,1236,1236,,,,I,
BSQC36,"36"" Base Square Corner Cabinet",1151,1347,1347,1247,1247,1247,,,,I,
BM24,"24"" Base Microwave Cabinet",839,982,982,891,891,891,,,,I,
BM30,"30"" Base Microwave Cabinet",891,1043,1043,944,944,944,,,,I,
BO30,"30"" Base Oven Cabinet",683,683,683,683,683,683,,,,I,
BO33,"33"" Base Oven Cabinet",780,780,780,780,780,780,,,,I,
BAC24FH,"24"" Base Angle Cabinet",746,873,873,864,864,864,,,,I,
BEC24,"24"" Base End Cabinet",746,873,873,836,836,836,,,,I,
BAC12FH,"12"" Base Angle Cabinet",483,566,566,501,501,501,,,,I,
BSP6,"6"" Base Spice Cabinet",364,426,426,409,409,409,,,,I,
BSP9,"9"" Base Spice Cabinet",438,513,513,484,484,484,,,,I,
BS24,"24"" Base Knick Knack Cabinet",294,294,294,294,294,294,,,,I,
FS30,"30"" Farm Sink Cabinet",1256,1470,1470,1366,1366,1366,,,,I,
FS33,"33"" Farm Sink Cabinet",1252,1465,1465,1398,1398,1398,,,,I,
FS36,"36"" Farm Sink Cabinet",1283,1502,1502,1429,1429,1429,,,,I,
UC1524x84,"84"" Utility Cabinet",1447,1520,1520,1567,1567,1567,,,,I,
UC1524x90,"90"" Utility Cabinet",1875,1969,1969,2001,2001,2001,,,,I,
UC1524x96,"96"" Utility Cabinet",2014,2115,2115,2142,2142,2142,,,,I,
UC1824x84,"84"" Utility Cabinet",1447,1592,1592,1567,1567,1567,,,,I,
UC1824x90,"90"" Utility Cabinet",1875,2063,2063,2001,2001,2001,,,,I,
UC1824x96,"96"" Utility Cabinet",2014,2216,2216,2142,2142,2142,,,,I,
UC2412x84,"84"" Utility Cabinet",1362,1499,1499,1578,1578,1578,,,,I,
UC2412x90,"90"" Utility Cabinet",1500,1650,1650,1718,1718,1718,,,,I,
UC2412x96,"96"" Utility Cabinet",1639,1803,1803,1859,1859,1859,,,,I,
UC2424x84,"84"" Utility Cabinet",1806,1987,1987,2029,2029,2029,,,,I,
UC2424x90,"90"" Utility Cabinet",1945,2140,2140,2170,2170,2170,,,,I,
UC2424x96,"96"" Utility Cabinet",2084,2293,2293,2311,2311,2311,,,,I,
UC3024x84,"84"" Utility Cabinet",2296,2526,2526,2526,2526,2526,,,,I,
UC3024x90,"90"" Utility Cabinet",2526,2779,2779,2760,2760,2760,,,,I,
UC3024x96,"96"" Utility Cabinet",2778,3056,3056,3015,3015,3015,,,,I,
OV3384,"84"" Oven Cabinet",1945,2276,2276,2146,2146,2146,,,,I,
OV3390,"90"" Oven Cabinet",2084,2439,2439,2288,2288,2288,,,,I,
OV3396,"96"" Oven Cabinet",2222,2600,2600,2428,2428,2428,,,,I,
V1816,"18"" Vanity Cabinet",459,538,538,533,533,533,,,,I,
V2418,"24"" Vanity Cabinet",587,687,687,678,678,678,,,,I,
V3018,"30"" Vanity Cabinet",612,717,717,703,703,703,,,,I,
V2121,"21"" Vanity Cabinet",533,624,624,608,608,608,,,,I,
V2421,"24"" Vanity Cabinet",607,711,711,722,722,722,,,,I,
V3021,"30"" Vanity Cabinet",672,787,787,788,788,788,,,,I,
V3621,"36"" Vanity Cabinet",746,873,873,863,863,863,,,,I,
V4221,"42"" Vanity Cabinet",1066,1248,1248,1174,1174,1174,,,,I,
V4821,"48"" Vanity Cabinet",1113,1303,1303,1341,1341,1341,,,,I,
V2421D,"24"" Vanity Combo Cabinet",1070,1252,1252,1219,1219,1219,,,,I,
V3021D,"30"" Vanity Combo Cabinet",1120,1311,1311,1270,1270,1270,,,,I,
V3621D,"36"" Vanity Combo Cabinet",1190,1393,1393,1341,1341,1341,,,,I,
V4821DD,"48"" Vanity Combo Cabinet",1735,2030,2030,2027,2027,2027,,,,I,
VDB1221,"12"" Vanity Drawer Base Cabinet",640,749,749,756,756,756,,,,I,
VDB1521,"15"" Vanity Drawer Base Cabinet",681,797,797,797,797,797,,,,I,
VDB1821,"18"" Vanity Drawer Base Cabinet",725,849,849,842,842,842,,,,I,
VL1821x80,Vanity Linen Cabinet,1332,1559,1559,1450,1450,1450,,,,I,
VOL1821x80,Vanity Open Linen Cabinet,1172,1372,1372,1249,1249,1249,,,,I,
WF330,"30"" Wall Filler",30,30,30,30,30,30,,,,I,
WF336,"36"" Wall Filler",37,37,37,37,37,37,,,,I,
WF342,"42"" Wall Filler",43,43,43,43,43,43,,,,I,
WF630,"30"" Wall Filler",50,50,50,50,50,50,,,,I,
WF636,"36"" Wall Filler",62,62,62,62,62,62,,,,I,
WF642,"42"" Wall Filler",69,69,69,69,69,69,,,,I,
OWF330,"30"" Overlay Wall Filler",32,32,32,32,32,32,,,,I,
OWF336,"36"" Overlay Wall Filler",37,37,37,37,37,37,,,,I,
OWF342,"42"" Overlay Wall Filler",45,45,45,45,45,45,,,,I,
TF396,"96"" Tall Filler",147,147,147,147,147,147,,,,I,
TF696,"96"" Tall Filler",246,246,246,246,246,246,,,,I,
OTF384,"84"" Overlay Tall Filler",129,129,129,129,129,129,,,,I,
OTF390,"90"" Overlay Tall Filler",137,137,137,137,137,137,,,,I,
OTF396,"96"" Overlay Tall Filler",147,147,147,147,147,147,,,,I,
BF3,"3"" Base Filler",45,45,45,45,45,45,,,,I,
BF6,"6"" Base Filler",74,74,74,74,74,74,,,,I,
FF330,"30"" Fluted Filler",63,63,63,103,103,103,,,,I,
FF336,"36"" Fluted Filler",74,74,74,120,120,120,,,,I,
FF342,"42"" Fluted Filler",95,95,95,152,152,152,,,,I,
FF630,"30"" Fluted Filler",109,109,109,174,174,174,,,,I,
FF636,"36"" Fluted Filler",124,124,124,192,192,192,,,,I,
FF642,"42"" Fluted Filler",140,140,140,182,182,182,,,,I,
DWR3,"3"" Dishwasher Return",141,141,141,141,141,141,,,,I,
DWR6,"6"" Dishwasher Return",179,179,179,179,179,179,,,,I,
REP396,Refrigerator End Panel,320,320,320,320,320,320,,,,I,
UREP1296,"12"" universal Refrigerator End Panel",143,143,143,143,143,143,,,,I,
UREP3096,"30"" universal Refrigerator End Panel",286,286,286,286,286,286,,,,I,
PLY1/4,"1/4"" Plywood",289,289,289,289,289,289,,,,I,
PLYB4X8,"1/4"" Beaded Plywood",320,320,320,450,450,450,,,,I,
WES30,"30"" Wall End  Skin",41,41,41,41,41,41,,,,I,
WES42,"42"" Wall End  Skin",54,54,54,54,54,54,,,,I,
BES34,Base End Skin,44,44,44,44,44,44,,,,I,
TES96,Tall End Skin,228,228,228,228,228,228,,,,I,
CLM-30,"30"" Column",220,220,220,220,220,220,,,,I,
CLM-36,"36"" Column",255,255,255,255,255,255,,,,I,
CLM-42,"42"" Column",298,298,298,298,298,298,,,,I,
CLM-96,"96"" Column",656,656,656,656,656,656,,,,I,
CLM-BASE,Base Column,405,405,405,405,405,405,,,,I,
DEP24,"24"" Desk End Panel",138,138,138,138,138,138,,,,I,
BWBK15-1,"15"" Waste Basket",481,481,481,481,481,481,,,,I,
BWBK18-2,"18"" Waste Basket",635,635,635,635,635,635,,,,I,
BWBK21-2,"21"" Waste Basket",881,881,881,881,881,881,,,,I,
SC-BWBK15-1,"15"" Soft Close Waste Basket",693,693,693,693,693,693,,,,I,
SC-BWBK18-2,"18"" Soft Close Waste Basket",847,847,847,847,847,847,,,,I,
WSP330,"30"" Wall Spice Pull Out",496,496,496,496,496,496,,,,I,
WSP336,"36"" Wall Spice Pull Out",524,524,524,524,524,524,,,,I,
WSP342,"42"" Wall Spice Pull Out",549,549,549,549,549,549,,,,I,
WSP630,"30"" Wall Spice Pull Out",558,558,558,558,558,558,,,,I,
WSP636,"36"" Wall Spice Pull Out",608,608,608,608,608,608,,,,I,
WSP642,"42"" Wall Spice Pull Out",642,642,642,642,642,642,,,,I,
TCD-15/18,"15/18"" Trimmable Cutlery Divider",262,262,262,262,262,262,,,,I,
TCD-21/24,"21/24"" Trimmable Cutlery Divider",312,312,312,312,312,312,,,,I,
DCD-15,"15"" Drawer Cutlery Divider",763,763,763,763,763,763,,,,I,
DCD-18,"18"" Drawer Cutlery Divider",779,779,779,779,779,779,,,,I,
DCD-21,"21"" Drawer Cutlery Divider",824,824,824,824,824,824,,,,I,
DCD-24,"24"" Drawer Cutlery Divider",872,872,872,872,872,872,,,,I,
PLASTIC-LS30,"30"" Wall Lazy Susan",285,285,285,285,285,285,,,,I,
PLASTIC-LS36/42,"42"" Wall Lazy Susan",440,440,440,440,440,440,,,,I,
WOOD-LS30,"30"" Wall Lazy Susan",563,563,563,563,563,563,,,,I,
WOOD-LS36/42,"36/42"" Wall Lazy Susan",880,880,880,880,880,880,,,,I,
TOT-15,"15"" Tilt Out Tray",166,166,166,166,166,166,,,,I,
TOT-18,"18"" Tilt Out Tray",168,168,168,168,168,168,,,,I,
BCO,Blind Corner Optimizer,1231,1231,1231,1231,1231,1231,,,,I,
SC-BCO,Soft Close Blind Corner Optimizer,1635,1635,1635,1635,1635,1635,,,,I,
RHC4236-CV,Range Hood Cabinet ,2327,2723,2723,2423,2423,2423,,,,I,
RHC4236-CS,Range Hood Cabinet ,2365,2768,2768,2481,2481,2481,,,,I,
RH3642,Range Hood,1419,1419,1419,1544,1544,1544,,,,I,
RHA3642,Arched Range Hood,1696,1696,1696,1821,1821,1821,,,,I,
CRM,Crown Molding,113,113,113,154,154,154,,,,I,
CRMS,Shaker Crown Molding,105,105,105,146,146,146,,,,I,
RCRM,Royal Crown Molding,217,217,217,260,260,260,,,,I,
RM,Rope Molding,36,36,36,36,36,36,,,,I,
DM,Dental Molding,38,38,38,38,38,38,,,,I,
RCRMS,Shaker Royal Crown Molding,217,217,217,260,260,260,,,,I,
RCRMC,Curved Shaker Royal Crown Molding,208,208,208,251,251,251,,,,I,
LTRM,Light Rail Molding,124,124,124,165,165,165,,,,I,
LTRMS,Shaker Light Rail Molding,124,124,124,124,124,124,,,,I,
TBM,Trim Beaded molding,80,80,80,121,121,121,,,,I,
TBMS,Shaker Trim Beaded molding,76,76,76,76,76,76,,,,I,
OCM,Outside Corner Molding,75,75,75,75,75,75,,,,I,
ICM,Inside Corner Molding,75,75,75,75,75,75,,,,I,
SCM,Scribe Molding,62,62,62,62,62,62,,,,I,
BSM,Base Molding,141,141,141,183,183,183,,,,I,
BSMS,Base Shaker Molding,141,141,141,183,183,183,,,,I,
TKS,Toe Kick,94,94,94,94,94,94,,,,I,
VAL-30,"30"" Valance",52,52,52,52,52,52,,,,I,
VAL-48,"48"" Valance",72,72,72,72,72,72,,,,I,
VAL-60,"60"" Valance",95,95,95,95,95,95,,,,I,
VAL1-30,"30"" Valance",52,52,52,52,52,52,,,,I,
VAL1-48,"48"" Valance",72,72,72,72,72,72,,,,I,
VAL1-60,"60"" Valance",95,95,95,95,95,95,,,,I,
VAL2-48,"48"" Arched valance",N/A,295,295,295,295,295,,,,I,
VAL2-60,"60"" Arched valance",N/A,363,363,442,442,442,,,,I,
AG2418,Appliance Garage,900,900,900,900,900,900,,,,I,
CAG2418,Corner Appliance Garage,995,995,995,995,995,995,,,,I,
WDE1230,"30"" Wall Decorative Door",213,250,250,255,255,255,,,,I,
WDE1236,"36"" Wall Decorative Door",235,275,275,278,278,278,,,,I,
WDE1242,"42"" Wall Decorative Door",267,313,313,311,311,311,,,,I,
BDE24,Base Decorative Door,342,401,401,405,405,405,,,,I,
TDE84,"84"" Tall Decorative Door",612,717,717,801,801,801,,,,I,
TDE90,"90"" Tall Decorative Door",647,757,757,836,836,836,,,,I,
TDE96,"96"" Tall Decorative Door",730,855,855,921,921,921,,,,I,
POST-P36,Post,544,544,544,633,633,633,,,,I,
POST-F36,Fluted Post,579,579,579,669,669,669,,,,I,
POST-S36,Shaker Post,732,732,732,846,846,846,,,,I,
SPINBASE-P,Base Spindle,311,311,311,375,375,375,,,,I,
SPIN-P-30,"30""  Spindle",304,304,304,367,367,367,,,,I,
SPIN-P-36,"36""  Spindle",315,315,315,379,379,379,,,,I,
SPIN-P-42,"42""  Spindle",328,328,328,393,393,393,,,,I,
SPINBASE-F,Fluted Base Spindle,331,331,331,396,396,396,,,,I,
SPIN-F-30,"30"" Fluted Spindle",324,324,324,389,389,389,,,,I,
SPIN-F-36,"36"" Fluted Spindle",335,335,335,401,401,401,,,,I,
SPIN-F-42,"42"" Fluted Spindle",348,348,348,414,414,414,,,,I,
SPINBASE-S,Shaker Base Spindle ,483,483,483,595,595,595,,,,I,
SPIN-S-30,"30"" Shaker Spindle",479,479,479,593,593,593,,,,I,
SPIN-S-36,"36"" Shaker Spindle",485,485,485,599,599,599,,,,I,
SPIN-S-42,"42"" Shaker Spindle",495,495,495,607,607,607,,,,I,
CS7,"7"" Shaker Corbel",302,302,302,340,340,340,,,,I,
CS10,"10"" Shaker Corbel",321,321,321,359,359,359,,,,I,
CV7,"7"" Violin Corbel",281,281,281,319,319,319,,,,I,
CV10,"10"" Violin Corbel",308,308,308,347,347,347,,,,I,
WCUBY,Wine Cubby,450,450,450,450,450,450,,,,I,
POS12,"12"" Pull Out Shelf",102,102,102,102,102,102,,,,I,
POS15,"15"" Pull Out Shelf",111,111,111,111,111,111,,,,I,
POS18,"18"" Pull Out Shelf",123,123,123,123,123,123,,,,I,
POS21,"21"" Pull Out Shelf",134,134,134,134,134,134,,,,I,
POS24,"24"" Pull Out Shelf",142,142,142,142,142,142,,,,I,
POS27,"27"" Pull Out Shelf",153,153,153,153,153,153,,,,I,
POS30,"30"" Pull Out Shelf",164,164,164,164,164,164,,,,I,
POS33,"33"" Pull Out Shelf",172,172,172,172,172,172,,,,I,
POS36,"36"" Pull Out Shelf",184,184,184,184,184,184,,,,I,
VDDT24X21,"24"" Vanity Desk Drawer",276,323,323,324,324,324,,,,I,
VDDT36X21,"36"" Vanity Desk Drawer",306,359,359,367,367,367,,,,I,
SGR30,"30"" Stem Glass Rack",555,555,555,555,555,555,,,,I,
SGR36,"36"" Stem Glass Rack",605,605,605,605,605,605,,,,I,
BUN-F,Fluted Bun Feet,270,270,270,356,356,356,,,,I,
BUN-P,Bun Feet,234,234,234,302,302,302,,,,I,
GLASS SHELF 12,"12"" Glass Shelf",103,103,103,103,103,103,,,,I,
GLASS SHELF 15,"15"" Glass Shelf",109,109,109,109,109,109,,,,I,
GLASS SHELF 18,"18"" Glass Shelf",114,114,114,114,114,114,,,,I,
GLASS SHELF 24,"24"" Glass Shelf",125,125,125,125,125,125,,,,I,
GLASS SHELF 30,"30"" Glass Shelf",136,136,136,136,136,136,,,,I,
GLASS SHELF 36,"36"" Glass Shelf",146,146,146,146,146,146,,,,I,
CW Glass Shelf 24,"24"" Corner Wall Glass Shelf",189,189,189,189,189,189,,,,I,
TUK,Touch Up Kit,97,97,97,97,97,97,,,,I,
PINT,Pint Stain,135,135,135,135,135,135,,,,I,
DS12,Door Sample,97,97,97,97,97,97,,,,I,
SBF15,Sample Base Front,154,154,154,154,154,154,,,,I,
MINI BASE,Sample Mini Base,384,384,384,384,384,384,,,,I,
I&P MOLDING CHAIN,#N/A,154,154,154,154,154,154,,,,I,
FLOATING SHELF-30,"30"" Floating Shelf",464,464,464,464,464,464,,,,I,
FLOATING SHELF-60,"60"" Floating Shelf",828,828,828,828,828,828,,,,I,
FLOATING SHELF-96,"96"" Floating Shelf",1270,1270,1270,1270,1270,1270,,,,I,
